OPER_INSTT_NM,BASE_YEAR,TME_VALUE,DAY_ORD_VALUE,RACE_DE,PRACE_NO,DANSEONG_VALUE,YNGSEONG_ONE_VALUE,YNGSEONG_TWO_VALUE,SSANGSEONG_VALUE,BOKSEONG_VALUE,SAMBOKSEONG_VALUE,SAMSSANGSEONG_DVDN_RT,SSANBOKSEONG_DVDN_RT
경정,2010,6,1,20100407,8,32.3,14.3,3.5,384.7,80.8,123.8,,
경륜,2010,6,1,20100219,9,1.3,1,7.9,11.5,10.5,12.4,,
경정,2010,6,1,20100407,9,4.4,1.7,4.6,37.6,22.1,34.9,,
경륜,2010,6,1,20100219,10,2.4,1.3,1.3,3.3,2.1,15.5,,
경정,2010,6,1,20100407,10,2.9,2.3,1.9,11.2,5.8,13.1,,
경륜,2010,6,1,20100219,11,1.1,1,1.4,2.2,1.9,4.7,,
경정,2010,6,1,20100407,11,2.7,1.8,1.4,5.8,2.7,8,,
경륜,2010,6,1,20100219,12,1.2,1.1,1.4,2.1,1.6,12.7,,
경정,2010,6,1,20100407,12,2.6,1.7,5.9,8.5,6.6,12,,
경륜,2010,6,1,20100219,13,2.1,1,1.8,2.5,1.5,1.8,,
경정,2010,6,1,20100407,13,1.6,1.3,3.6,5.2,3.8,5.6,,
경륜,2010,6,1,20100219,14,1,1,3.7,4.4,4.1,5.7,,
경정,2010,6,1,20100407,14,3.9,1.9,1.3,9.6,3.4,3.6,,
경정,2010,6,1,20100407,15,1.8,1.2,3,11.2,8.5,14.4,,
경륜,2010,6,2,20100220,1,4.6,1.3,1.1,6,1.7,9.5,,
경정,2010,6,2,20100408,1,7.1,2.2,2.1,15.7,5.5,7.1,,
경륜,2010,6,2,20100220,2,6.2,1.9,1,11.4,4.1,14.9,,
경정,2010,6,2,20100408,2,2.6,1.3,4.8,26.8,19.8,38.7,,
경륜,2010,6,2,20100220,3,1.1,1,2.6,4,3.8,27.7,,
경정,2010,6,2,20100408,3,5.4,2.8,10.8,46.4,24.7,12.3,,
경륜,2010,6,2,20100220,4,1.3,1.1,2.1,2.6,2.1,4.3,,
경정,2010,6,2,20100408,4,4.8,2.5,2,12,5.9,5.9,,
경륜,2010,6,2,20100220,5,7.6,1.8,1.1,12.7,2.4,2.9,,
경정,2010,6,2,20100408,5,1.3,1.2,9.5,16.5,13.6,14,,
경륜,2010,6,2,20100220,6,1.4,1.2,1.5,2.4,1.7,3,,
경정,2010,6,2,20100408,6,1.8,1.3,1.4,5.5,2.4,2.8,,
경륜,2010,6,2,20100220,7,1.2,1.1,1.5,2.5,1.9,4.2,,
경정,2010,6,2,20100408,7,1.6,1.2,2,6.1,3.7,2.8,,
경륜,2010,6,2,20100220,8,2,1.2,2.1,3.9,2.7,1.7,,
경정,2010,6,2,20100408,8,1.5,1.1,3.1,7.3,5.5,13,,
경륜,2010,6,2,20100220,9,1.3,1.1,2.1,3.4,3.1,2.7,,
경정,2010,6,2,20100408,9,1.9,1.3,7.6,18.6,13.7,23.3,,
경륜,2010,6,2,20100220,10,1.2,1.3,1.4,2.6,1.9,4.1,,
경정,2010,6,2,20100408,10,1.6,1.3,1.4,3.1,1.9,3,,
경륜,2010,6,2,20100220,11,1.1,1,2,2.9,2.7,13,,
경정,2010,6,2,20100408,11,3.7,1.6,4.7,15.5,7.3,5,,
경륜,2010,6,2,20100220,12,1.1,1.3,1.2,1.6,1.4,3.3,,
경정,2010,6,2,20100408,12,7.5,4.8,2.1,20.2,9.7,24.5,,
경륜,2010,6,2,20100220,13,1.1,1,2.6,2.8,2.6,6.2,,
경정,2010,6,2,20100408,13,14.9,4.1,8.8,91.8,56,48.1,,
경륜,2010,6,2,20100220,14,1.1,1,1.7,1.7,1.5,6.9,,
경정,2010,6,2,20100408,14,3.8,1.3,3.7,18.8,8.8,35.6,,
경정,2010,6,2,20100408,15,1.3,1.1,2.4,4.4,3.6,4.5,,
경륜,2010,6,3,20100221,1,1,1.1,3.6,3.8,3.6,6.2,,
경륜,2010,6,3,20100221,2,1.9,1,1.6,3.7,2.4,2.8,,
경륜,2010,6,3,20100221,3,11.2,3.3,1.8,48.6,13.4,5.7,,
경륜,2010,6,3,20100221,4,5.5,1.9,1.1,13.6,2.7,2.5,,
경륜,2010,6,3,20100221,5,1.9,1.9,1.5,5.5,4.4,9.8,,
경륜,2010,6,3,20100221,6,6.8,2.1,2.3,18,7.8,4,,
경륜,2010,6,3,20100221,7,30.7,8.8,1.2,112.4,36.9,563.7,,
경륜,2010,6,3,20100221,8,3.2,1.6,1.1,4.9,1.9,6.2,,
경륜,2010,6,3,20100221,9,8.1,1.7,1,8.7,1.9,4.7,,
경륜,2010,6,3,20100221,10,1.2,1,2.1,2.9,2.5,3.9,,
경륜,2010,6,3,20100221,11,3.2,1.5,1.2,4.1,1.9,3,,
경륜,2010,6,3,20100221,12,3.2,1.4,2.3,8,4.6,5.5,,
경륜,2010,6,3,20100221,13,9.5,4.4,1,24.4,5.2,5.5,,
경륜,2010,6,3,20100221,14,4.5,1.3,15.3,66,62.5,681.7,,
경륜,2010,7,1,20100226,1,1.2,1,3.2,3.8,3.4,3.5,,
경정,2010,7,1,20100414,1,5,1.4,1.2,8.3,2.2,4.4,,
경륜,2010,7,1,20100226,2,5.9,1.5,2.8,29.5,10.7,1.9,,
경정,2010,7,1,20100414,2,6.1,2.1,3.2,28,17,29.8,,
경륜,2010,7,1,20100226,3,1.7,1.3,2,4.1,2.7,13.2,,
경정,2010,7,1,20100414,3,5.1,2.5,2.4,25.6,13.6,9.9,,
경륜,2010,7,1,20100226,4,10.6,3.3,1.7,44.5,18.2,92.6,,
경정,2010,7,1,20100414,4,1.9,1.5,2.6,7.3,5.1,15.3,,
경륜,2010,7,1,20100226,5,1.3,1,2.4,2.5,2.1,2.8,,
경정,2010,7,1,20100414,5,10,2.5,1.7,22.9,8.8,9.8,,
경륜,2010,7,1,20100226,6,8,1.3,2,21.1,11.6,51.8,,
경정,2010,7,1,20100414,6,1.3,1,2.6,5.5,3.9,7.9,,
경륜,2010,7,1,20100226,7,5.2,2,1.8,12.8,4.3,22.1,,
경정,2010,7,1,20100414,7,8.9,2.5,3.3,23.7,12.3,5,,
경륜,2010,7,1,20100226,8,7,2.1,1.3,9.8,4.4,2.1,,
경정,2010,7,1,20100414,8,1.6,1.2,1.1,2.4,1.6,6.2,,
경륜,2010,7,1,20100226,9,1.1,1.1,18.3,35.1,34,28.3,,
경정,2010,7,1,20100414,9,1.4,1,1.7,2.8,2,2.8,,
경륜,2010,7,1,20100226,10,6.6,1.2,26,114.4,92.9,737.9,,
경정,2010,7,1,20100414,10,4.4,1.4,1.3,7.3,2.7,2.7,,
경륜,2010,7,1,20100226,11,1.2,1.3,1.3,1.8,1.6,2.2,,
경정,2010,7,1,20100414,11,3.7,1.6,2.7,19.8,11.8,10.6,,
경륜,2010,7,1,20100226,12,8,1.3,2.4,47.8,22.1,2.3,,
경정,2010,7,1,20100414,12,3.1,1.4,1.9,8.1,4.3,2.5,,
경륜,2010,7,1,20100226,13,1.3,1.1,2.2,2.7,2.6,5.5,,
경정,2010,7,1,20100414,13,2.6,1.8,1.3,5,2.2,6.4,,
경륜,2010,7,1,20100226,14,1,1,2,2.4,2.3,6.9,,
경정,2010,7,1,20100414,14,1.6,1.5,16.2,78.3,57.7,24.3,,
경정,2010,7,1,20100414,15,2.9,1.6,2.4,11.5,6.5,2.9,,
경륜,2010,7,2,20100227,1,2.6,1.8,9.1,21.4,15.2,11.9,,
경정,2010,7,2,20100415,1,1.4,1.4,21.1,37.3,33.7,53.5,,
경륜,2010,7,2,20100227,2,1.2,1.1,1.7,2.3,2,14.8,,
경정,2010,7,2,20100415,2,2.7,1.3,1.3,4.6,1.9,3,,
경륜,2010,7,2,20100227,3,1.6,1.3,3.9,9.7,7.9,4.3,,
경정,2010,7,2,20100415,3,1.5,1.1,5,15.8,11.2,13.4,,
경륜,2010,7,2,20100227,4,1,1.1,2.4,3.5,3.3,21.1,,
경정,2010,7,2,20100415,4,3.4,2,2.8,20.2,10.8,2.7,,
경륜,2010,7,2,20100227,5,2.5,1.5,1.3,4.6,2.4,2,,
경정,2010,7,2,20100415,5,1.2,1.2,2.9,2.9,2.4,3.7,,
경륜,2010,7,2,20100227,6,12.9,6,1.1,44.5,9.3,66.4,,
경정,2010,7,2,20100415,6,2.6,1.3,4.2,14.1,8.8,3.3,,
경륜,2010,7,2,20100227,7,2.9,1.5,1.2,5.9,4.4,2.1,,
경정,2010,7,2,20100415,7,4,2.1,1.5,11.4,4.9,3.6,,
경륜,2010,7,2,20100227,8,4.9,1.7,1.6,6.6,1.9,9.3,,
경정,2010,7,2,20100415,8,1.5,1.2,5.5,18.4,13.6,17.2,,
경륜,2010,7,2,20100227,9,1.5,1.1,5.4,11.5,10.3,11.3,,
경정,2010,7,2,20100415,9,3.1,2.1,1.4,10.2,4.7,16.2,,
경륜,2010,7,2,20100227,10,8,1.8,1,7.7,1.5,4.3,,
경정,2010,7,2,20100415,10,5.5,2.2,1,10.6,3,6.6,,
경륜,2010,7,2,20100227,11,1.1,1,8.7,14.2,13.6,6.2,,
경정,2010,7,2,20100415,11,1.2,1,2.3,3.3,2.7,4.3,,
경륜,2010,7,2,20100227,12,3.9,1.3,1.2,8.4,2.5,5.5,,
경정,2010,7,2,20100415,12,1.8,1,3.6,7.7,5.8,2.9,,
경륜,2010,7,2,20100227,13,1.1,1,2.2,3.6,3.1,1.7,,
경정,2010,7,2,20100415,13,1.8,1.2,2.1,6.8,4.8,15.1,,
경륜,2010,7,2,20100227,14,1,1,1.5,1.8,1.6,2.1,,
경정,2010,7,2,20100415,14,1.6,1.2,1.4,2.8,1.8,19.2,,
경정,2010,7,2,20100415,15,1.3,1,1.7,2.1,1.5,1.5,,
경륜,2010,7,3,20100228,1,1.7,1,1.6,3,1.8,5.2,,
경륜,2010,7,3,20100228,2,1.4,1.2,5.9,12.6,9.7,95,,
경륜,2010,7,3,20100228,3,1.3,1,1.5,3.3,2.1,2.7,,
경륜,2010,7,3,20100228,4,1.5,1,3.1,3.9,3.1,4.3,,
경륜,2010,7,3,20100228,5,6.3,3.8,6.3,101.4,81.1,100.5,,
경륜,2010,7,3,20100228,6,1.5,1,2.4,4.5,3.3,10.4,,
경륜,2010,7,3,20100228,7,16.9,6.2,2.9,78.5,32.7,53.2,,
경륜,2010,7,3,20100228,8,1.9,1.1,1.8,2.9,2.3,1.7,,
경륜,2010,7,3,20100228,9,1.2,1,5,12.4,9.3,43.9,,
경륜,2010,7,3,20100228,10,1.1,1.4,2.8,7,5.5,4.6,,
경륜,2010,7,3,20100228,11,2.2,1.4,1.4,4.9,1.8,2.1,,
경륜,2010,7,3,20100228,12,1.2,1.1,9.4,14.6,11.3,8.3,,
경륜,2010,7,3,20100228,13,21.7,4.2,1.1,31,5.7,25.7,,
경륜,2010,7,3,20100228,14,22.4,4.5,4,181.2,74.7,16.2,,
경륜,2010,8,1,20100305,1,1.4,1.3,1.8,3,2.6,2.5,,
경정,2010,8,1,20100421,1,3.6,1.4,1.4,7.2,3.3,8.6,,
경륜,2010,8,1,20100305,2,1.3,1.2,1.3,2.9,1.7,17.4,,
경정,2010,8,1,20100421,2,5,1.6,1.5,9.8,4.3,3,,
경륜,2010,8,1,20100305,3,1.4,1.5,2.1,4.6,3.7,3.7,,
경정,2010,8,1,20100421,3,2.5,1.4,8.5,35.8,26.8,18.2,,
경륜,2010,8,1,20100305,4,1.3,1.1,11,16.4,15.7,79.4,,
경정,2010,8,1,20100421,4,2.5,1.5,2.7,10.7,6.5,28.3,,
경륜,2010,8,1,20100305,5,1.1,1.1,2.1,2.8,2.6,4.3,,
경정,2010,8,1,20100421,5,2.8,1.2,5.5,15.5,11.7,20.1,,
경륜,2010,8,1,20100305,6,1.6,1.1,1.7,3.1,2.1,7.5,,
경정,2010,8,1,20100421,6,1.7,1.3,1.7,4.9,2.7,4.5,,
경륜,2010,8,1,20100305,7,1.5,1.1,3.4,3.8,3.3,3.5,,
경정,2010,8,1,20100421,7,1.2,1.2,3.7,8.4,6.6,6.3,,
경륜,2010,8,1,20100305,8,4.7,1.7,4.2,42.1,38.5,287.4,,
경정,2010,8,1,20100421,8,17.5,4.7,1.1,81.1,15.7,22.4,,
경륜,2010,8,1,20100305,9,1.8,1.2,12,31,22.3,93.5,,
경정,2010,8,1,20100421,9,6.8,2.3,2,23.6,13.2,7.5,,
경륜,2010,8,1,20100305,10,1.4,1,2.2,2.5,1.9,8.5,,
경정,2010,8,1,20100421,10,11.2,3.9,1.6,30,11.4,6.6,,
경륜,2010,8,1,20100305,11,23.5,3.8,1,32.4,5.2,40.7,,
경정,2010,8,1,20100421,11,2.3,1.6,1.1,3.7,1.7,3.6,,
경륜,2010,8,1,20100305,12,1.1,1,2.1,2.3,2,2.1,,
경정,2010,8,1,20100421,12,1.5,1,1.6,3.6,2.4,6.4,,
경륜,2010,8,1,20100305,13,4.3,1.5,1.1,5.6,1.4,1.7,,
경정,2010,8,1,20100421,13,4.2,2,11.6,68.5,41.5,31,,
경륜,2010,8,1,20100305,14,1.1,1.1,1.6,1.6,1.5,2.8,,
경정,2010,8,1,20100421,14,1.8,1.1,1.3,3.7,1.9,4.9,,
경정,2010,8,1,20100421,15,1.5,1.2,1.6,2.6,1.9,7,,
경륜,2010,8,2,20100306,1,1.4,1,13,18,12.3,9.2,,
경정,2010,8,2,20100422,1,1.6,1,1.4,2.4,1.6,5.1,,
경륜,2010,8,2,20100306,2,1.1,1.1,1.6,2.1,1.8,14.4,,
경정,2010,8,2,20100422,2,26.8,7.2,1.1,79.6,13.3,20.5,,
경륜,2010,8,2,20100306,3,23.2,7.8,2.7,251.2,77.6,166.4,,
경정,2010,8,2,20100422,3,4.4,1.8,1.1,7.3,2,4.2,,
경륜,2010,8,2,20100306,4,1.1,1.2,3.4,5,4.5,22.9,,
경정,2010,8,2,20100422,4,1.5,1,2.6,4.5,3.7,5.2,,
경륜,2010,8,2,20100306,5,1.2,1,1.4,1.9,1.5,2.4,,
경정,2010,8,2,20100422,5,2.9,1.5,2.4,9.4,5.5,7,,
경륜,2010,8,2,20100306,6,1.7,1,13.7,41.2,32.1,44.6,,
경정,2010,8,2,20100422,6,1.9,1.3,2.2,7.6,4.1,4.9,,
경륜,2010,8,2,20100306,7,5.5,2.2,7.4,40.8,32.3,9.5,,
경정,2010,8,2,20100422,7,3.3,1.8,5.1,29.2,18.4,45.3,,
경륜,2010,8,2,20100306,8,1.1,1,7.5,9.6,9.2,71.3,,
경정,2010,8,2,20100422,8,11.1,2.5,1.7,18.5,6.4,19.5,,
경륜,2010,8,2,20100306,9,1.5,1.4,1.2,2.6,1.7,6,,
경정,2010,8,2,20100422,9,10,2.7,3.7,46.6,20.1,5.8,,
경륜,2010,8,2,20100306,10,2.7,1.3,2.9,6.1,4.9,8.9,,
경정,2010,8,2,20100422,10,2.3,1.6,6.6,20.8,15.1,49.6,,
경륜,2010,8,2,20100306,11,1.1,1,23.2,24.6,23.8,19.5,,
경정,2010,8,2,20100422,11,2.2,1.5,1.1,4.2,1.9,5.5,,
경륜,2010,8,2,20100306,12,1.2,1,29,89.6,75.3,170.4,,
경정,2010,8,2,20100422,12,1.5,1.2,1.9,3.7,2.3,3.5,,
경륜,2010,8,2,20100306,13,1.1,1,6.5,6.4,6,3,,
경정,2010,8,2,20100422,13,3.1,1.4,1.3,4.6,1.9,4.7,,
경륜,2010,8,2,20100306,14,13.8,12.7,19.5,455.7,163.6,579.1,,
경정,2010,8,2,20100422,14,1.3,1,2.1,2.7,2.2,4.7,,
경정,2010,8,2,20100422,15,1.3,1.1,5.6,31.5,26.6,20.6,,
경륜,2010,8,3,20100307,1,8.9,3.3,6.6,193.7,90.1,73.1,,
경륜,2010,8,3,20100307,2,1.8,1.3,2.6,7.3,6,17.6,,
경륜,2010,8,3,20100307,3,2.2,1.2,2.2,5,3,11.4,,
경륜,2010,8,3,20100307,4,4.3,1.9,1.5,7.7,3,2.7,,
경륜,2010,8,3,20100307,5,1.3,1.1,2.6,3.3,2.7,28.5,,
경륜,2010,8,3,20100307,6,1.9,1.6,1.9,12.9,8.4,12.1,,
경륜,2010,8,3,20100307,7,12.5,5.3,4,58,27.1,18.3,,
경륜,2010,8,3,20100307,8,4.1,2.6,1.5,5.3,2.7,14.4,,
경륜,2010,8,3,20100307,9,5.2,2.8,1.3,11,4.1,5.1,,
경륜,2010,8,3,20100307,10,21,3.7,1.2,32.2,5.9,38.7,,
경륜,2010,8,3,20100307,11,8.9,2.6,2,45.3,18,22.1,,
경륜,2010,8,3,20100307,12,1.4,1.4,3.5,10.8,9.3,27.6,,
경륜,2010,8,3,20100307,13,1.5,1,1.6,3.1,2.3,8,,
경륜,2010,8,3,20100307,14,1.5,1.1,3.1,3.9,2.7,3.7,,
경륜,2010,9,1,20100312,1,1.4,1.1,1.4,3,2.2,2.6,,
경정,2010,9,1,20100428,1,2.5,1.4,1.1,5.2,2,4,,
경륜,2010,9,1,20100312,2,3,1.5,3.5,14.3,8.6,8.2,,
경정,2010,9,1,20100428,2,2.8,1.5,2.1,8.5,4.3,3.8,,
경륜,2010,9,1,20100312,3,1,1.1,1.8,2.2,1.9,7.6,,
경정,2010,9,1,20100428,3,2.8,2.1,2.3,12.7,8.8,27.8,,
경륜,2010,9,1,20100312,4,2.1,1.1,1.7,2.7,1.6,6.2,,
경정,2010,9,1,20100428,4,12.1,2.1,1.2,20.8,4.6,9.3,,
경륜,2010,9,1,20100312,5,1.1,1.1,3.9,6.1,5.7,7.4,,
경정,2010,9,1,20100428,5,1.3,1.1,3.2,4.4,3.7,18.4,,
경륜,2010,9,1,20100312,6,1.4,1.2,2.6,5.8,5.1,3.9,,
경정,2010,9,1,20100428,6,3.7,1.8,1.8,14.5,6.4,17.1,,
경륜,2010,9,1,20100312,7,1.8,1.5,3.7,19.6,15.9,10.6,,
경정,2010,9,1,20100428,7,11.4,2,1.6,27.5,9,14.5,,
경륜,2010,9,1,20100312,8,11.2,3.1,1.2,32.5,5.2,5,,
경정,2010,9,1,20100428,8,1.6,1.5,5,9,7.8,30,,
경륜,2010,9,1,20100312,9,1.3,1.2,1.6,2.4,1.7,3.2,,
경정,2010,9,1,20100428,9,3.4,1.5,3.1,22.2,16.2,32.9,,
경륜,2010,9,1,20100312,10,4.4,1.5,1,4.7,1.5,6.2,,
경정,2010,9,1,20100428,10,2.2,1.2,1.4,5.1,2.2,2.7,,
경륜,2010,9,1,20100312,11,1.1,1.1,2.8,2.7,2.4,3.4,,
경정,2010,9,1,20100428,11,2.5,2.5,1.4,6.3,3.3,2.9,,
경륜,2010,9,1,20100312,12,1.4,1.2,3.8,9.4,6.6,2.4,,
경정,2010,9,1,20100428,12,1.4,1,2.3,3,2.4,4.1,,
경륜,2010,9,1,20100312,13,1.5,1.4,1.2,1.9,1.8,1.9,,
경정,2010,9,1,20100428,13,21.7,4.1,4.8,170.2,87.7,45,,
경륜,2010,9,1,20100312,14,18.4,2.5,1,23.4,3.5,45.7,,
경정,2010,9,1,20100428,14,2.3,1.5,1.7,6.9,4.2,6.3,,
경정,2010,9,1,20100428,15,15.9,4.4,1.4,30.3,8.9,9.6,,
경륜,2010,9,2,20100313,1,6.3,1.9,11.2,49.2,30.6,65.2,,
경륜,2010,9,2,20100313,2,1,1,7.1,6.3,5.6,11.6,,
경륜,2010,9,2,20100313,3,1.3,1,2.6,2.5,1.9,3.9,,
경륜,2010,9,2,20100313,4,1.4,1.2,1.9,3.1,2.4,7.7,,
경륜,2010,9,2,20100313,5,35.5,6.9,1.7,98.7,33.6,17.4,,
경륜,2010,9,2,20100313,6,1.5,1.3,1.6,4.6,3.4,3,,
경륜,2010,9,2,20100313,7,1.3,1.1,3.4,4.6,3.5,13.4,,
경륜,2010,9,2,20100313,8,8.5,2.6,1.3,10.1,2.8,4.1,,
경륜,2010,9,2,20100313,9,1.5,1.3,1.4,2.8,1.9,9,,
경륜,2010,9,2,20100313,10,1.1,1,8.7,10.6,9.9,12.5,,
경륜,2010,9,2,20100313,11,2,1.1,1.2,2.5,1.5,5.7,,
경륜,2010,9,2,20100313,12,1.2,1,3,3.9,3,2.9,,
경륜,2010,9,2,20100313,13,1.2,1.2,1.9,2.8,1.9,3.7,,
경륜,2010,9,2,20100313,14,59.7,21.5,12.2,1714.5,428.9,1465.4,,
경륜,2010,9,3,20100314,1,1.4,1.1,3.4,6.3,4.2,5.4,,
경륜,2010,9,3,20100314,2,2.6,1.4,2.3,6.3,4,10.1,,
경륜,2010,9,3,20100314,3,1.4,1.5,1.8,4.4,2.7,5,,
경륜,2010,9,3,20100314,4,8.4,2.1,1.2,9.8,2.7,5.1,,
경륜,2010,9,3,20100314,5,1.4,1.2,5.6,15.7,12.7,18.1,,
경륜,2010,9,3,20100314,6,7.3,2.4,3.7,37,19.3,8.2,,
경륜,2010,9,3,20100314,7,12,3.9,2,37.7,13.4,82.8,,
경륜,2010,9,3,20100314,8,13,3,1,16,3.8,12.4,,
경륜,2010,9,3,20100314,9,2.8,1,1.9,4.4,2.1,2.2,,
경륜,2010,9,3,20100314,10,1.2,1,2.3,3,2.5,4.5,,
경륜,2010,9,3,20100314,11,2.4,1.7,8.4,20.3,16.3,13.4,,
경륜,2010,9,3,20100314,12,5.7,1.8,1.4,7.4,3.8,7.4,,
경륜,2010,9,3,20100314,13,2.1,1.5,2.1,7.5,4.3,9.7,,
경륜,2010,9,3,20100314,14,3.4,2.5,1.6,10,5.2,20.3,,
경륜,2010,10,1,20100319,1,8,3.4,1.8,38.4,20,3.7,,
경정,2010,10,1,20100505,1,1.4,1,1.8,2.8,2.1,13.7,,
경륜,2010,10,1,20100319,2,1.4,1.2,1.3,2.4,1.5,6.6,,
경정,2010,10,1,20100505,2,6,2,1,7.7,2.5,4,,
경륜,2010,10,1,20100319,3,1.4,1,7.4,13.5,12.6,50.9,,
경정,2010,10,1,20100505,3,2.9,1.6,9.8,59.1,43.7,19,,
경륜,2010,10,1,20100319,4,11.4,3.1,7.4,69.5,42.3,252.7,,
경정,2010,10,1,20100505,4,3.5,2,2.1,13.5,6.1,9.3,,
경륜,2010,10,1,20100319,5,4,1.9,1.2,4.7,2,3,,
경정,2010,10,1,20100505,5,11,3,1.1,21.3,6.7,4.1,,
경륜,2010,10,1,20100319,6,1.7,1.3,1.3,3.6,1.8,4.2,,
경정,2010,10,1,20100505,6,1.9,1.2,2.2,6.2,4.4,3.4,,
경륜,2010,10,1,20100319,7,1.4,1,1.5,2.9,2.1,4.2,,
경정,2010,10,1,20100505,7,3.1,1.3,1.2,6.6,2.3,4.8,,
경륜,2010,10,1,20100319,8,1.3,1,1.8,2.8,2.3,3,,
경정,2010,10,1,20100505,8,15.3,3.3,3.1,67.7,24.3,7.7,,
경륜,2010,10,1,20100319,9,3.3,1.8,2.8,9.7,5.2,34.5,,
경정,2010,10,1,20100505,9,7.5,2.1,1.4,15.5,6.1,2.9,,
경륜,2010,10,1,20100319,10,6.5,1.6,1,8.4,1.9,3,,
경정,2010,10,1,20100505,10,1.9,1.4,4,12.1,8.2,4.1,,
경륜,2010,10,1,20100319,11,1.2,1,1.8,2.8,2.7,6.9,,
경정,2010,10,1,20100505,11,1.5,1.1,2.8,6,4,6.4,,
경륜,2010,10,1,20100319,12,1.1,1.2,2.3,5.4,4.9,7.4,,
경정,2010,10,1,20100505,12,1.9,1.2,1.2,2.9,1.5,2.4,,
경륜,2010,10,1,20100319,13,1.4,1.1,1.2,1.8,1.2,2.7,,
경정,2010,10,1,20100505,13,1.7,1.1,1.7,4.5,2.4,3.9,,
경륜,2010,10,1,20100319,14,1,1,4.8,4.2,4.5,3.3,,
경정,2010,10,1,20100505,14,1.5,1.1,4.3,9,8.1,11.2,,
경정,2010,10,1,20100505,15,5.8,1.9,1,6.9,2.4,8.7,,
경륜,2010,10,2,20100320,1,11.3,2.1,1.1,14.3,2.8,3.7,,
경정,2010,10,2,20100506,1,1.3,1,1.2,2,1.5,2.8,,
경륜,2010,10,2,20100320,2,4,1.6,1,5.3,2.3,2.8,,
경정,2010,10,2,20100506,2,1.3,1,1.5,2.5,1.6,2.2,,
경륜,2010,10,2,20100320,3,1.3,1.2,2.1,4.7,4.3,12.2,,
경정,2010,10,2,20100506,3,1.8,1.3,2.2,11.6,7.5,12.2,,
경륜,2010,10,2,20100320,4,1.1,1,2.6,3.2,2.5,4.1,,
경정,2010,10,2,20100506,4,1.8,1.5,1.2,5.6,3.2,5.6,,
경륜,2010,10,2,20100320,5,2.4,1.4,5,36.5,26.6,5.8,,
경정,2010,10,2,20100506,5,5.2,2,1.7,11.5,4.3,5.7,,
경륜,2010,10,2,20100320,6,10.6,3.4,10.4,131.4,92.5,24.2,,
경정,2010,10,2,20100506,6,1.5,1.2,8,14.5,12,3.7,,
경륜,2010,10,2,20100320,7,1.7,1,2.7,4,3.4,2.6,,
경정,2010,10,2,20100506,7,2.1,1.4,4.6,12.3,9.5,5.9,,
경륜,2010,10,2,20100320,8,1.3,1.2,1.6,3,2.3,6.6,,
경정,2010,10,2,20100506,8,12.7,2.6,1.4,43.4,15,4.8,,
경륜,2010,10,2,20100320,9,1.2,1,3.3,4.8,4.3,3.1,,
경정,2010,10,2,20100506,9,10.8,4.6,1.1,28,5.6,6,,
경륜,2010,10,2,20100320,10,2.3,1,2.3,7.5,5.5,3.6,,
경정,2010,10,2,20100506,10,9.7,1,,18.9,5.3,1,,
경륜,2010,10,2,20100320,11,1.2,1.1,9.4,18,18.8,16.6,,
경정,2010,10,2,20100506,11,1.4,1.3,3.1,5.9,4.5,5.3,,
경륜,2010,10,2,20100320,12,1.3,1.1,13.6,39.5,33.1,95.3,,
경정,2010,10,2,20100506,12,1.5,1.2,1.9,3.9,2.7,9,,
경륜,2010,10,2,20100320,13,1.1,1,2.1,2.6,2.3,4.9,,
경정,2010,10,2,20100506,13,7.5,2,3.5,21.2,13.7,23.1,,
경륜,2010,10,2,20100320,14,42.6,5,2.1,630.7,81.2,357.5,,
경정,2010,10,2,20100506,14,1.2,1.1,1.8,2.1,1.7,5.7,,
경정,2010,10,2,20100506,15,1.5,1.1,1.5,2.8,1.9,2.3,,
경륜,2010,10,3,20100321,1,25.3,4.8,1,61.6,8.7,12.8,,
경륜,2010,10,3,20100321,2,2.6,1.4,1.7,4.3,2.3,15.6,,
경륜,2010,10,3,20100321,3,2.5,1.6,4.1,9.8,6.1,5.9,,
경륜,2010,10,3,20100321,4,1.3,1,2.8,5.4,4,6,,
경륜,2010,10,3,20100321,5,3.1,1.5,1.1,6.8,2.7,5.5,,
경륜,2010,10,3,20100321,6,1.6,1.8,4.4,6.1,5,7.3,,
경륜,2010,10,3,20100321,7,1.4,1.2,2.4,4,3,11.7,,
경륜,2010,10,3,20100321,8,4.4,1.3,1.4,8.3,3.8,10.8,,
경륜,2010,10,3,20100321,9,2.1,2.1,4.9,19.1,14.8,18.4,,
경륜,2010,10,3,20100321,10,9.1,2.1,1,8.7,2.2,8.8,,
경륜,2010,10,3,20100321,11,2,1.1,1.3,3.3,1.6,4.5,,
경륜,2010,10,3,20100321,12,28.2,7.8,7.7,266.4,183,237,,
경륜,2010,10,3,20100321,13,18.5,2.3,1,41.7,3.7,2.4,,
경륜,2010,10,3,20100321,14,2.7,1.2,1.2,3.5,1.6,7.3,,
경륜,2010,11,1,20100326,1,1.3,1.3,1.2,2.9,2.3,3,,
경정,2010,11,1,20100512,1,2.9,1.7,6.2,26.6,19.2,13.3,,
경륜,2010,11,1,20100326,2,1.9,1.4,1.1,3.3,1.7,2.6,,
경정,2010,11,1,20100512,2,5.7,1.6,1.3,10.9,4.1,2.3,,
경륜,2010,11,1,20100326,3,2.3,1.2,1,3.1,1.5,8.4,,
