RACE_YEAR,MOTOR_NO,PRACE_NCNT,N1CK_NCNT,N2CK_NCNT,N3CK_NCNT,AVRG_CKSN_SCORE_VALUE,YUNDAE_RT,BEST_SAIL_TIME_VALUE,N2JU_BEST_TIME_VALUE,N3JU_BEST_TIME_VALUE
2008,M2008086,29,8,2,5,5.48,34.5,1:49.844,1:49.844,1:48.324
2008,M2008084,26,8,6,3,6.54,53.8,1:50.208,1:50.208,1:47.965
2008,M2008083,24,2,1,6,4.17,12.5,1:50.335,1:50.335,1:48.967
2008,M2008081,19,4,4,2,5.42,42.1,1:50.621,1:50.621,1:49.493
2008,M2008080,25,5,1,4,4.92,24,1:50.480,1:50.480,1:49.170
2008,M2008051,31,0,6,6,4.19,19.4,1:52.497,1:52.497,1:48.463
2008,M2008078,11,1,2,2,5,27.3,1:51.611,1:51.611,1:48.581
2008,M2008077,33,13,9,2,7.24,66.7,1:49.986,1:49.986,1:48.418
2008,M2008075,30,5,3,4,4.9,26.7,1:50.202,1:50.202,1:54.935
2008,M2008074,35,3,8,5,5.09,31.4,1:50.598,1:50.598,1:50.045
2008,M2008072,34,2,9,5,4.79,32.4,1:50.316,1:50.316,1:48.283
2008,M2008071,29,1,4,2,3.62,17.2,1:51.042,1:51.042,1:50.971
2008,M2008069,38,4,7,9,4.89,28.9,1:50.187,1:50.187,1:48.759
2008,M2008068,25,2,3,8,4.48,20,1:50.277,1:50.277,1:47.455
2008,M2008066,19,1,6,4,5.32,36.8,1:51.534,1:51.534,1:47.003
2008,M2008065,29,7,3,3,5.17,34.5,1:50.745,1:50.745,1:50.504
2008,M2008063,37,6,7,5,5.05,35.1,1:49.971,1:49.971,1:48.618
2008,M2008062,34,1,5,6,3.68,17.6,1:52.751,1:52.751,1:47.917
2008,M2008060,18,1,1,3,3.89,11.1,1:51.105,1:51.105,1:57.861
2008,M2008059,29,3,3,4,3.9,20.7,1:50.289,1:50.289,1:51.880
2008,M2008057,24,4,7,2,5.58,45.8,1:50.187,1:50.187,1:48.585
2008,M2008056,36,5,2,6,4.44,19.4,1:50.731,1:50.731,1:49.434
2008,M2008054,36,5,3,9,5.11,22.2,1:50.527,1:50.527,1:49.207
2008,M2008053,26,8,5,6,6.81,50,1:50.175,1:50.175,1:46.953
2008,M2008052,36,4,10,7,5.36,38.9,1:50.201,1:50.201,1:53.452
2008,M2007007,105,5,5,12,3.14,9.5,1:49.862,1:49.862,1:49.862
2008,M2007010,140,51,28,22,6.79,56.4,1:46.593,1:46.593,1:47.479
2008,M2007013,139,13,17,23,4.34,21.6,1:48.406,1:48.406,1:49.862
2008,M2007016,140,24,27,24,5.45,36.4,1:48.232,1:48.232,1:48.625
2008,M2007019,141,41,27,20,6.17,48.2,1:46.524,1:46.524,1:48.315
2008,M2007022,141,15,23,28,4.66,27,1:48.165,1:48.165,1:48.945
2008,M2007026,143,29,38,25,6.08,46.9,1:48.014,1:48.014,1:48.051
2008,M2007038,138,11,20,25,4.38,22.5,1:48.182,1:48.182,1:48.732
2008,M2007043,123,5,17,21,4,17.9,1:48.959,1:48.959,1:48.959
2008,M2007046,145,27,31,25,5.61,40,1:47.440,1:47.440,1:47.440
2008,M2007049,142,25,19,27,5.11,31,1:48.167,1:48.167,1:49.265
2008,M2007052,124,2,16,20,3.76,14.5,1:48.844,1:48.844,1:52.744
2008,M2007055,144,19,21,30,4.82,27.8,1:48.478,1:48.478,1:48.925
2008,M2007058,138,46,36,18,6.93,59.4,1:47.070,1:47.070,1:47.070
2008,M2007065,136,19,25,32,5.29,32.4,1:47.205,1:47.205,1:47.205
2008,M2007068,131,11,16,20,4.11,20.6,1:48.991,1:48.991,1:48.991
2008,M2007071,139,20,24,26,5.21,31.7,1:48.020,1:48.020,1:49.736
2008,M2007074,139,14,21,27,4.58,25.2,1:48.290,1:48.290,1:49.090
2008,M2007077,137,32,23,29,5.96,40.1,1:46.822,1:46.822,1:48.477
2008,M2007082,139,18,17,20,4.47,25.2,1:47.955,1:47.955,1:48.332
2008,M2007086,134,18,20,23,4.9,28.4,1:48.513,1:48.513,1:48.513
2008,M2007091,126,5,8,17,3.26,10.3,1:49.569,1:49.569,1:50.560
2008,M2007095,126,7,11,21,3.63,14.3,1:48.438,1:48.438,1:50.438
2008,M2008003,34,5,6,6,5.24,32.4,1:49.933,1:49.933,1:49.991
2008,M2008055,33,10,6,3,6.24,48.5,1:49.529,1:49.529,1:56.558
2008,M2008058,33,5,7,8,5.48,36.4,1:50.684,1:50.684,1:52.425
2008,M2008061,34,4,9,4,5.24,38.2,1:51.645,1:51.645,1:48.980
2008,M2008064,38,7,7,2,5.08,36.8,1:50.100,1:50.100,1:47.800
2008,M2008067,35,6,9,3,5.57,42.9,1:50.216,1:50.216,1:48.432
2008,M2008070,20,0,0,2,2.45,0,1:55.325,1:55.325,1:56.725
2008,M2008073,32,4,5,4,4.59,28.1,1:51.143,1:51.143,1:48.960
2008,M2008076,27,3,1,6,4.26,14.8,1:50.233,1:50.233,1:47.910
2008,M2008079,36,8,5,7,5.78,36.1,1:49.182,1:49.182,1:48.478
2008,M2008082,37,9,9,3,5.89,48.6,1:50.650,1:50.650,1:49.584
2008,M2008085,22,2,2,4,4,18.2,1:50.171,1:50.171,1:47.582
2008,M2008088,27,2,4,6,4.59,22.2,1:50.734,1:50.734,1:47.721
2008,M2008091,32,8,7,5,6.19,46.9,1:49.545,1:49.545,1:47.644
2008,M2008094,29,6,7,7,6.52,44.8,1:49.162,1:49.162,1:49.416
2008,M2008011,31,7,6,7,6.13,41.9,1:50.932,1:50.932,1:49.326
2008,M2007020,133,29,21,19,5.38,37.6,1:47.415,1:47.415,1:47.415
2008,M2007021,145,38,32,18,6.18,48.3,1:47.769,1:47.769,1:48.461
2008,M2007023,134,8,15,22,4.09,17.2,1:49.942,1:49.942,1:50.185
2008,M2007024,139,28,27,28,5.88,39.6,1:47.895,1:47.895,1:47.895
2008,M2007025,136,15,13,30,4.47,20.6,1:49.103,1:49.103,1:49.793
2008,M2007027,134,22,24,18,5.01,34.3,1:47.920,1:47.920,1:47.927
2008,M2007028,138,30,25,27,5.7,39.9,1:47.206,1:47.206,1:48.246
2008,M2007030,129,9,13,21,3.98,17.1,1:49.516,1:49.516,1:50.078
2008,M2007031,136,49,24,18,6.74,53.7,1:46.384,1:46.384,1:46.384
2008,M2007033,122,3,15,17,3.57,14.8,1:48.608,1:48.608,1:48.608
2008,M2007034,137,15,18,24,4.81,24.1,1:47.314,1:47.314,1:47.314
2008,M2007036,136,54,25,27,7.2,58.1,1:47.449,1:47.449,1:47.636
2008,M2007037,145,29,32,25,5.89,42.1,1:47.118,1:47.118,1:47.250
2008,M2007040,139,32,28,24,6.04,43.2,1:47.753,1:47.753,1:49.391
2008,M2007041,139,26,26,26,5.43,37.4,1:48.348,1:48.348,1:48.348
2008,M2007042,139,17,25,31,5.04,30.2,1:47.887,1:47.887,1:49.121
2009,M2008033,95,34,23,13,7.12,60,1:48.959,1:48.959,1:48.959
2009,M2008065,126,15,10,29,4.48,19.8,1:50.504,1:50.504,1:50.504
2009,M2008066,120,26,21,22,5.7,39.2,1:47.003,1:47.003,1:47.003
2009,M2008067,110,13,22,15,4.8,31.8,1:48.432,1:48.432,1:48.432
2009,M2008068,127,32,24,31,6.33,44.1,1:47.455,1:47.455,1:47.455
2009,M2008069,133,29,25,24,5.72,40.6,1:48.759,1:48.759,1:48.759
2009,M2008070,31,0,0,2,2.19,0,1:55.325,1:55.325,1:56.725
2009,M2008071,126,11,20,24,4.61,24.6,1:50.971,1:50.971,1:50.971
2009,M2008072,130,11,27,24,4.9,29.2,1:48.283,1:48.283,1:48.283
2009,M2008073,126,22,22,21,5.47,34.9,1:48.960,1:48.960,1:48.960
2009,M2008074,125,10,24,24,5.03,27.2,1:50.045,1:50.045,1:50.045
2009,M2008075,55,5,3,7,3.84,14.5,1:50.202,1:50.202,1:54.935
2009,M2008076,113,12,20,21,4.89,28.3,1:47.910,1:47.910,1:47.910
2009,M2008077,95,28,18,6,5.95,48.4,1:48.418,1:48.418,1:48.418
2009,M2008078,110,22,18,18,5.37,36.4,1:48.581,1:48.581,1:48.581
2009,M2008079,60,13,7,10,5.23,33.3,1:48.478,1:48.478,1:48.478
2009,M2008080,98,8,6,12,3.66,14.3,1:49.170,1:49.170,1:49.170
2009,M2008081,118,13,23,15,4.74,30.5,1:49.493,1:49.493,1:49.493
2009,M2008082,130,22,29,20,5.5,39.2,1:49.584,1:49.584,1:49.584
2009,M2008083,116,15,23,20,5.04,32.8,1:48.967,1:48.967,1:48.967
2009,M2008084,105,16,18,16,5.1,32.4,1:47.965,1:47.965,1:47.965
2009,M2008085,122,11,21,26,4.99,26.2,1:47.582,1:47.582,1:47.582
2009,M2008086,125,34,19,15,5.86,42.4,1:48.324,1:48.324,1:48.324
2009,M2008087,117,8,16,20,4.04,20.5,1:50.535,1:50.535,1:50.535
2009,M2008088,126,18,22,34,5.49,31.7,1:47.721,1:47.721,1:47.721
2009,M2008089,122,14,26,21,5.12,32.8,1:49.601,1:49.601,1:49.601
2009,M2008090,100,20,23,16,5.8,43,1:48.775,1:48.775,1:48.775
2009,M2008091,130,36,18,24,6.01,41.5,1:47.644,1:47.644,1:47.644
2009,M2008092,128,40,21,23,6.41,47.7,1:46.483,1:46.483,1:46.483
2009,M2008093,127,29,23,25,6.09,40.9,1:49.208,1:49.208,1:49.208
2009,M2008094,62,10,12,11,5.32,35.5,1:49.162,1:49.162,1:49.416
2009,M2008095,97,20,14,22,5.73,35.1,1:49.148,1:49.148,1:49.148
2009,M2008010,48,7,8,10,5.27,31.3,1:50.410,1:50.410,1:52.310
2009,M2008009,124,20,26,30,5.82,37.1,1:48.557,1:48.557,1:48.557
2009,M2008007,97,16,18,18,5.42,35.1,1:49.156,1:49.156,1:49.156
2009,M2008006,117,7,14,21,4.09,17.9,1:50.397,1:50.397,1:50.397
2009,M2008004,117,20,14,20,4.86,29.1,1:48.382,1:48.382,1:48.382
2009,M2008003,125,11,25,25,4.78,28.8,1:49.933,1:49.933,1:49.991
2009,M2008001,48,4,6,12,4.6,20.8,1:50.401,1:50.401,1:51.527
2009,M2008012,93,12,9,15,4.43,22.6,1:50.039,1:50.039,1:50.039
2009,M2008013,121,19,25,26,5.55,36.4,1:48.916,1:48.916,1:48.916
2009,M2008015,118,13,17,28,4.74,25.4,1:47.711,1:47.711,1:47.711
2009,M2008016,99,6,14,18,4.05,20.2,1:48.093,1:48.093,1:48.093
2009,M2008018,115,23,24,20,5.83,40.9,1:48.512,1:48.512,1:48.512
2009,M2008019,112,13,18,13,4.45,27.7,1:50.238,1:50.238,1:50.238
2009,M2008020,131,31,20,31,6.02,38.9,1:49.570,1:49.570,1:49.570
2009,M2008022,125,20,29,16,5.42,39.2,1:50.034,1:50.034,1:50.566
2009,M2008023,123,35,27,24,6.47,50.4,1:48.253,1:48.253,1:48.253
